1.029	4.695	1
4.816	6.013999999999999	1
6.256	6.764	2
7.401	7.87	2
8.438	9.332	2
9.528	11.808	2
11.808	14.6	1
14.858	21.728	1
22.15	24.189999999999998	2
24.19	32.537	1
33.075	38.448	1
43.322	56.761	1
58.511	58.63	2
61.543	65.07	1
65.399	70.492	1
70.705	71.747	1
75.521	76.577	2
77.397	78.302	2
79.186	80.24100000000001	2
81.078	82.304	2
82.951	83.955	2
84.993	85.934	2
87.08	88.01	2
89.152	90.811	2
91.992	92.958	2
93.722	94.821	2
95.347	96.40899999999999	2
96.886	97.786	2
99.1	99.564	1
99.925	102.705	1
103.11	104.55799999999999	1
105.206	106.007	1
106.518	106.702	2
107.36	108.04899999999999	2
110.329	111.984	1
113.511	115.417	1
115.779	118.437	1
118.636	122.307	1
122.524	124.342	1
125.4	125.572	2
126.878	127.774	2
128.081	128.545	2
131.105	133.97899999999998	2
134.745	135.513	2
135.618	135.992	2
136.208	137.437	2
137.661	139.19	1
139.602	140.89600000000002	1
141.006	142.224	1
142.644	143.49200000000002	1
143.724	149.003	1
152.599	153.679	1
153.679	154.879	2
154.879	157.37099999999998	1
158.011	159.334	1
159.511	160.248	1
160.474	161.68599999999998	1
161.934	163.24	1
163.666	167.778	1
168.036	168.79	1
169.255	170.168	1
170.466	171.214	1
171.6	174.385	1
176.32	178.492	1
181.059	182.4	2
183.22	185.249	2
186.136	187.216	2
187.216	192.18900000000002	1
193.138	193.99200000000002	2
194.353	196.53300000000002	2
196.793	198.042	2
198.543	199.768	2
200.129	200.321	2
200.424	201.285	2
201.602	203.388	2
203.992	206.378	2
206.597	209.43200000000002	2
209.719	210.786	2
211.493	215.269	1
215.803	216.704	1
217.33	219.77200000000002	1
220.011	220.615	1
220.966	222.672	1
223.039	224.67499999999998	1
225.011	225.458	2
229.51	231.512	1
232.242	236.093	1
236.346	238.751	1
239.158	240.81099999999998	1
241.966	243.353	1
243.594	243.869	2
246.221	248.58100000000002	1
248.803	249.728	1
249.88	250.442	1
250.768	251.34	1
251.662	253.609	1
254.215	257.708	1
258.01	258.284	2
258.952	259.889	1
260.128	260.493	2
260.889	263.361	1
