0.925563	12.635943	t
13.290048	15.392045	s
16.722071	20.312699	t
23.528809	25.291775	t
25.630807	29.834802	s
34.445635	48.956197	t
62.555968	65.443321	t
65.564047	67.515777	s
67.716986	74.648646	t
74.960521	77.485697	s
77.636604	95.332961	t
95.332961	98.250496	s
98.3511	103.481937	t
104.005081	105.735481	t
105.866267	106.80189	s
106.80189	112.818048	t
125.675322	130.926884	t
131.731721	136.46014	s
139.297191	143.079925	t
143.784158	146.701692	s
146.822418	149.780195	t
153.321478	156.259134	t
157.124334	158.35171	s
158.35171	161.65879	t
161.86513	166.184285	s
166.338166	168.971626	t
169.517204	171.237871	s
171.237871	180.456731	t
180.778481	183.153142	s
183.153142	185.517311	t
186.062888	188.570446	s
188.654381	193.225341	t
193.487638	198.642645	t
204.056452	218.063103	t
218.731086	227.859016	s
227.859016	230.002856	t
236.053169	242.061516	s
242.981303	243.575843	t
243.628302	260.688089	s
260.688089	261.478477	t
261.478477	262.485697	s
262.485697	265.447902	t
266.094901	276.216062	s
276.216062	276.884045	t
276.884045	278.233999	s
278.233999	279.5245	t
279.5245	281.164729	s
281.164729	282.927364	t
282.927364	284.766939	s
284.766939	294.167658	t
294.727225	346.221341	t
346.784405	349.040157	s
349.040157	352.582914	t
352.84521	361.686363	s
361.686363	365.785188	t
369.118106	383.929135	t
389.27999	394.284614	t
397.330755	398.135132	t
398.226061	401.674391	s
401.751331	406.532128	t
407.546343	408.424163	s
408.424163	410.309203	t
410.347673	414.607374	s
414.607374	418.688713	t
418.688713	421.566983	s
421.566983	430.177314	t
433.401817	445.163207	t
445.163207	445.838184	s
456.886127	464.9264	t
465.013832	465.916133	s
466.164441	469.088177	t
473.036618	496.00333	t
499.255811	530.72094	t
535.802504	541.978721	t
543.003427	679.737022	s
679.737022	687.063848	t
687.063848	897.042962	s
897.042962	898.090401	t
898.637727	899.674674	s
899.688663	900.608451	t
903.1265	907.742925	t
907.742925	910.932454	s
910.932454	919.759617	t
951.37513	958.425669	t
984.445516	1008.517372	t
1011.647447	1012.745597	t
1024.272669	1027.850398	t
1029.259806	1046.123744	s
1046.123744	1046.760251	t
1046.760251	1048.655783	s
1060.826357	1073.920215	s
1074.360874	1075.598915	t
1075.92766	1077.158707	s
1077.158707	1085.936908	t
1094.400353	1114.600707	s
1114.600707	1118.622592	t
1118.622592	1120.217357	s
1120.217357	1122.378683	t
1122.378683	1124.029868	s
1124.029868	1129.16022	t
1129.16022	1129.86075	s
1129.86075	1131.297131	t
1131.691547	1134.793895	s
1134.976386	1138.708621	t
1138.708621	1139.294359	s
1141.357684	1190.736221	t
1192.996755	1216.779455	s
1217.332815	1218.033345	t
1218.174629	1218.421875	s
1220.641201	1248.42693	t
1249.368819	1250.195915	s
1250.195915	1301.054984	t
1340.096288	1350.198049	t
1371.50829	1379.090497	t
1393.101098	1401.5781	t
1483.38117	1503.725975	t
1624.170046	1638.628043	t
1644.255831	1660.715343	t
1670.231367	1673.707526	t
1690.473153	1693.728557	t
1694.270143	1701.26367	s
1701.26367	1711.600903	t
1711.600903	1715.886498	s
1715.886498	1719.088921	t
1719.088921	1724.928634	s
1726.000033	1739.127612	t
1739.127612	1740.299087	s
1740.299087	1750.971868	t
1758.671811	1773.29464	s
1777.592009	1801.775012	s
1801.775012	1802.499089	t
1802.499089	1803.635243	s
1803.635243	1804.477057	t
1807.903178	1817.793014	t
1826.063978	1835.323925	s
1835.323925	1836.66023	t
1836.848608	1846.185084	s
1846.185084	1847.350672	t
1847.444861	1854.815143	s
1854.909332	1859.59523	t
1861.620292	1863.786637	s
1865.976529	1907.608028	t
1910.75747	1918.204281	t
1918.204281	1920.912212	s
1920.912212	1921.500892	t
1921.52444	1943.211437	s
1943.211437	1946.272576	t
1949.389641	1995.186055	t
2058.87542	2064.244188	t
2144.634424	2147.059789	t
2147.13043	2240.942586	s
2240.942586	2242.164099	t
2242.164099	2245.504862	s
2245.504862	2273.249383	t
2273.349459	2275.015425	s
2275.174369	2276.893317	t
2280.172268	2289.308593	s
2296.702422	2311.913931	s
2312.031667	2313.185482	t
2313.727068	2317.353341	s
2318.321721	2320.023008	t
2320.332065	2323.18128	t
2323.18128	2330.633978	s
2330.633978	2350.531385	t
2350.531385	2351.331991	s
2351.331991	2368.998299	t
2369.34562	2369.869546	s
2369.91664	2372.712874	t
2373.313328	2430.544866	s
2431.01581	2431.86351	t
2431.945926	2433.046759	s
2433.082079	2434.147591	t
2437.542072	2450.983859	t
2455.446059	2474.954937	t
2475.308146	2480.606272	s
2480.641593	2484.774131	t
2484.927188	2491.826526	s
2491.979583	2497.742767	t
2497.836956	2503.929801	s
2505.60607	2553.037545	t
2553.225923	2555.580646	s
2555.580646	2562.939155	t
2562.939155	2565.352745	s
2565.411613	2572.440461	t
2572.499329	2573.426501	s
2573.426501	2576.534735	t
2580.556896	2581.225049	t
2581.600333	2586.533477	s
2586.910233	2588.534991	t
