0.89	1.64	同学们
1.64	1.64	，
1.65	2.16	昨天
2.17	2.32	呢
2.33	3.08	我们
3.09	3.76	学习
3.77	4.04	了
4.05	4.76	鲁迅
4.77	5.08	好
5.09	5.16	的
5.17	5.56	故事
5.57	5.76	的
5.77	6.0	第
6.01	6.08	一
6.09	6.64	课时
6.64	6.64	，
6.65	6.72	那
6.73	7.52	现在
7.53	7.96	我们
7.97	8.36	继续
8.37	8.52	来
8.53	9.0	深入
9.01	9.64	学习
9.64	9.64	，
9.87	10.26	承接
10.27	10.72	昨天
10.73	11.18	我们
11.19	11.64	谈到
11.65	12.1	的
12.11	12.56	问题
12.56	12.56	，
13.11	13.24	这
13.25	13.92	一个
13.93	14.92	梦境
14.92	14.92	、
15.5	16.29	有趣
16.29	16.29	、
16.3	16.97	美丽
16.97	16.97	、
16.98	17.77	优雅
17.77	17.77	、
17.78	18.65	有趣
18.66	19.29	体现
19.3	19.61	在
19.62	20.21	哪些
20.22	20.61	地方
20.62	20.89	呢
20.89	20.89	？
21.11	21.4	请
21.41	21.82	同学们
21.83	22.24	结合
22.25	22.66	你们
22.67	23.08	昨天
23.09	23.5	所
23.51	23.92	画
23.93	24.34	的
24.35	24.76	内容
24.76	24.76	，
25.06	25.13	与
25.14	25.45	大家
25.46	25.89	分享
25.9	26.13	一下
26.14	26.49	吧
28.48	28.5	有
28.51	28.7	谁
28.71	28.82	来
28.83	29.18	分享
29.19	29.58	一下
29.58	29.58	？
30.6	30.79	请
30.8	30.95	楚
30.96	31.15	涵
31.16	31.71	同学
31.71	31.71	。
31.71	31.71	
33.33	33.48	嗯嗯
33.49	34.6	第
34.61	34.92	四
34.93	35.32	自然
35.33	35.72	段
35.73	36.44	中
38.13	38.32	第
38.33	38.68	四
38.69	39.08	自然
39.09	39.36	段
39.37	39.64	中
39.65	40.28	错综
40.29	40.84	起来
40.84	40.84	，
40.85	41.24	像
41.25	41.36	一
41.37	41.6	天
41.61	42.24	云锦
42.24	42.24	，
42.25	42.92	而且
42.93	43.76	万科
44.17	44.25	笨
44.26	44.77	心
