2.67	10.66	v
18.53	20.15	v
34.49	46.32	v
46.82	48.956197	v
68.0	70.15	v
70.78	74.648646	v
78.67	81.540064	v
86.841929	92.405366	v
92.93857	95.332961	v
95.88	102.28	v
104.005081	105.735481	v
107.646969	109.880393	v
129.377573	130.88	v
131.88	134.52	v
139.297191	143.07992499999997	v
143.784158	146.54	v
146.822418	149.780195	v
153.321478	156.16	v
161.86513	166.184285	v
166.338166	168.971626	v
169.517204	173.801385	v
182.25	185.31	v
188.654381	193.225341	v
193.487638	195.37	v
195.9	198.5	v
204.056452	210.302614	v
211.474207	215.91	v
224.242817	227.859016	v
236.053169	242.061516	v
243.64	248.22724	v
251.1195	265.447902	v
266.094901	278.233999	v
279.461548	282.44	v
284.47	290.07	v
292.21	294.167658	v
294.727225	313.71	v
314.45	319.4	v
320.65	324.64	v
324.95	328.02	v
328.44	336.71	v
337.01	340.49	v
344.48	346.221341	v
349.040157	352.582914	v
352.84521	365.785188	v
369.38	371.18	v
374.07	376.57	v
377.3	380.85	v
389.33	391.72	v
392.14	393.9	v
398.57	401.674391	v
401.751331	406.532128	v
408.424163	410.309203	v
410.81	427.89	v
437.94	445.163207	v
456.93	459.41	v
460.36	464.9264	v
466.24	469.07	v
473.04	477.72	v
479.74	482.01	v
482.4	489.75	v
493.243967	495.31	v
499.255811	500.93	v
501.27	516.84	v
517.39	520.02	v
520.29	523.84	v
524.51	526.75	v
535.802504	538.12	v
539.31	541.978721	v
551.81	560.68	v
561.61	563.4	v
572.44	575.72	v
576.22	578.55	v
603.37	609.2	v
624.94	627.98	v
660.61	668.92	v
673.4	674.91	v
676.69	687.063848	v
687.57	693.68	v
694.57	698.44	v
706.41	712.16	v
712.57	718.64	v
718.97	727.44	v
729.85	743.75	v
747.53	749.84	v
759.25	765.56	v
766.93	770.24	v
789.96	800.15	v
801.48	809.71	v
824.67	834.26	v
840.85	846.88	v
867.61	870.2	v
878.49	881.74	v
882.18	886.13	v
887.6	893.51	v
903.1265	907.742925	v
910.932454	915.99	v
951.56	958.3	v
984.63	988.04	v
988.49	990.8	v
991.14	993.14	v
998.01	1001.0	v
1004.15	1005.98	v
1006.9	1008.48	v
1025.97	1027.850398	v
1029.28	1037.95	v
1038.28	1041.99	v
1042.27	1047.51	v
1060.85	1062.76	v
1065.01	1066.98	v
1070.33	1073.920215	v
1077.158707	1080.03	v
1080.29	1081.89	v
1094.400353	1114.35	v
1114.74	1120.217357	v
1122.7	1127.17	v
1133.13	1134.793895	v
1134.976386	1136.51	v
1136.79	1138.54	v
1149.16	1154.12	v
1154.66	1157.06	v
1157.39	1159.19	v
1161.28	1164.15	v
1164.74	1166.9	v
1169.449527	1173.73	v
1174.57	1183.92	v
1184.59	1186.88	v
1187.79	1190.736221	v
1193.54	1197.24	v
1197.73	1202.13	v
1202.92	1206.03	v
1206.44	1216.779455	v
1220.641201	1226.98	v
