0.94	1.49	开始
1.5	2.13	上课
2.13	2.13	。
2.67	3.46	看见
3.47	4.02	大屏幕没有
4.02	4.02	，
4.03	4.66	圆柱
4.67	4.9	的
4.91	5.34	体积
5.34	5.34	，
5.35	5.9	请
5.91	6.14	大家
6.15	6.42	一起
6.43	6.74	说说
6.74	6.74	，
6.75	7.02	还
7.03	7.58	记得
7.59	8.34	圆柱
8.35	8.46	的
8.47	8.86	体积
8.87	8.98	的
8.99	9.42	计算
9.43	9.7	公式
9.71	9.86	是
9.87	10.22	怎么样
10.23	10.66	的
10.66	10.66	？
11.57	11.81	一起
11.82	12.05	说
12.06	12.13	就
12.14	12.33	可以
12.34	12.89	了
12.89	12.89	。
16.37	16.76	说
16.77	16.84	说
16.85	17.0	的
17.01	17.36	这么
17.37	17.6	切
17.61	17.76	还有
18.53	19.23	还是
19.24	19.51	有点
19.52	20.15	紧张
20.15	20.15	，
23.58	23.74	用
23.75	24.06	字母
24.07	24.46	表示
24.47	24.74	说一
24.74	24.74	，
25.57	26.31	说
26.31	26.31	。
34.49	34.61	还
34.62	34.89	可以
34.89	34.89	，
34.9	37.04	sh
37.05	37.36	那么
37.37	37.64	我们
37.65	38.36	今天
38.37	38.64	就
38.65	39.08	来
39.09	39.6	研究
39.61	40.08	一下
40.09	40.48	如何
40.49	41.0	运用
41.01	41.64	圆柱
41.65	41.8	的
41.81	42.56	体积
42.68	43.09	来
43.1	43.55	解决
43.56	44.01	有关
44.02	44.47	的
44.69	45.44	数学
45.45	46.32	问题
46.32	46.32	。
46.82	47.13	今天
47.14	47.41	这
47.42	47.49	节
47.5	47.73	课
47.74	47.97	是
47.98	48.53	解决
48.54	49.29	问题
49.29	49.29	，
51.45	51.93	对你
51.93	51.93	，
62.65	63.42	看看
64.14	64.44	老师
64.45	64.76	手里
64.77	64.84	有
64.85	65.08	一个
65.09	65.6	什么
65.61	65.88	土豆
65.88	65.88	、
65.89	66.36	土豆
66.36	66.36	、
68.0	68.83	土豆
68.83	68.83	，
68.84	69.15	还
69.16	70.15	记得
70.78	71.08	大家
71.09	71.28	我们
71.29	71.72	学习
71.73	71.8	过
71.81	71.92	的
71.93	72.16	时候
72.17	72.32	是
72.33	72.88	怎么样
72.89	73.36	计算
73.37	73.52	这个
73.53	74.0	土豆
74.01	74.12	的
74.13	74.44	体积
74.45	74.76	吗
74.76	74.76	？
77.69	77.81	所以
78.67	78.92	呢
78.93	79.18	要
79.19	79.44	给
79.45	79.7	大家
79.71	79.96	演示
79.97	80.22	一下
80.23	80.48	放到
80.49	80.74	水
80.75	81.0	里
81.0	81.0	，
81.01	81.26	然后
81.27	81.52	怎么样
81.52	81.52	？
81.53	81.78	所以来
82.99	83.4	给
83.41	83.68	大家
83.69	84.08	演示
84.09	85.0	一下
85.0	85.0	。
85.0	85.0	
86.81	87.12	好
87.12	87.12	，
87.13	87.28	何
87.29	87.44	佳
87.45	87.68	慧
87.68	87.68	，
87.69	87.84	你
87.85	88.36	上台
88.37	88.44	给
88.45	88.76	大家
88.77	89.08	操作
89.09	89.56	一下
89.56	89.56	，
89.57	90.0	如何
90.01	90.48	计算
90.49	90.92	这个
90.93	91.6	土豆
91.61	91.84	的
91.85	92.52	体积
92.52	92.52	？
92.87	93.14	需要
93.15	93.54	什么
93.54	93.54	？
93.55	93.82	老师
93.83	94.02	帮
94.03	94.14	你
94.15	94.42	提供
94.43	94.58	一些
94.59	94.78	什么
94.79	95.22	资料
95.23	95.42	吗
95.42	95.42	？
95.88	96.01	需要
96.02	96.36	一
96.37	96.71	杯
96.72	97.06	呃
97.07	97.41	装满
97.42	97.76	水
97.77	98.11	的
98.12	98.46	杯子
98.46	98.46	，
98.47	98.81	装满
98.82	99.16	水
99.17	99.51	的
99.52	99.86	杯子
99.86	99.86	。
99.87	100.21	好
100.21	100.21	，
100.22	100.56	老师
100.57	100.91	给
100.92	101.26	你
101.27	101.61	啊
101.7	101.84	给
101.85	101.92	你
101.93	102.28	一个
103.69	104.56	装满
104.57	104.88	水
104.89	105.0	要
105.01	105.4	装满
105.41	105.8	吗
105.8	105.8	？
105.81	107.2	好
107.2	107.2	，
107.63	108.02	没空
108.03	108.54	吧
108.55	108.82	放在
108.83	109.1	这里
109.11	109.3	接
109.31	109.54	一下
109.54	109.54	，
109.55	110.06	好
110.07	110.18	吧
110.18	110.18	？
110.19	110.26	嗯
110.27	111.94	好
111.94	111.94	，
111.95	112.18	老师
112.19	112.42	这里
112.43	112.9	还有
112.9	112.9	。
115.6	115.87	谁知
115.87	115.87	。
123.54	123.65	好好好
125.69	126.04	土豆
126.05	127.2	给
127.21	129.16	嗯
129.17	129.8	对面
129.81	130.24	向
130.25	130.88	大家
130.88	130.88	。
131.88	131.89	把
131.9	132.2	这个
132.21	132.6	土豆
132.61	132.72	这
132.73	133.32	样子
133.33	133.88	放到
133.89	134.52	这个
134.52	134.52	。
134.82	135.04	盒子
135.05	136.08	里面
138.84	139.46	放
139.47	139.78	进去
139.79	140.3	了
140.3	140.3	，
140.55	141.22	水
141.23	141.66	溢出
141.67	141.82	来
141.83	142.18	了
142.18	142.18	，
142.19	142.46	接着
